no;created_at;username;text;sentiment
12;2022-12-18 10:30:22+00:00;Ryan Firmansyah;b'RT @NasDem: Partai NasDem mengapresiasi Presiden Jokowi yang telah menerbitkan Perppu nomor 1 Tahun 2022 yang memungkinkan penyelenggaraan\xe2\x80\xa6';1
13;2022-12-18 10:29:57+00:00;Mikha;b'RT @PakarINTELek: https://t.co/uI5yRthrjP\n\nPenentuan arah pada pemilihan tahun 2024 ini penting dalam melanjutkan tongkat estafet dari Pres\xe2\x80\xa6';1
14;2022-12-18 10:26:44+00:00;𝔸dit;b'RT @Ann_Gwynetha: Nama Gubernur Jawa Barat Ridwan Kamil dan Kepala Staf Kepresidenan @Dr_Moeldoko, masih menjadi yang teratas dalam hal ele\xe2\x80\xa6';1
15;2022-12-18 10:20:36+00:00;mangib_com;b'Presiden Tekankan Peran Sentral Bawaslu Wujudkan Pemilu Berkualitas dan Berintegritas\n\nPresiden Joko Widodo secara\xe2\x80\xa6 https://t.co/uCo98ASRdk';0
16;2022-12-18 10:14:33+00:00;PELITA KARAWANG;b'Dibandingkan pemilu-pemilu sebelumnya, ini akan menjadi yang sangat besar. Hati-hati mengenai ini dan mungkin yang\xe2\x80\xa6 https://t.co/8CFPFGAFos';0
17;2022-12-18 08:23:33+00:00;antaranews.com;b'Presiden RI Joko Widodo mengaku pernah merasakan grogi saat dirinya dipanggil Badan Pengawas Pemilihan Umum Bawaslu DKI Jakarta\xe2\x80\xa6 https://t.co/j68CO6r8XG';0
18;2022-12-18 08:21:06+00:00;𝕋𝕠𝕜 𝔸𝕞𝕚;b'@democrazymedia Dekrit yg di usulkan LNM adalah mengembalikan pemilihan presiden ke MPR...\n\nIni bentuk demokrasi ya\xe2\x80\xa6 https://t.co/Ma1F3vKWcm';1
19;2022-12-18 08:15:35+00:00;tempo.co;b'Pengakuan ini disampaikan Jokowi karena pengalamannya berlaga di Pemilihan Wali Kota Solo, Pemilihan Gubernur, hing\xe2\x80\xa6 https://t.co/ln4bsKNzma';0
20;2022-12-18 08:14:57+00:00;Anang Susanto;b'RT @detikcom: Presiden Jokowi bicara soal peran Bawaslu dalam pemilihan umum. Ia menyebut Bawaslu adalah lembaga yang ditakuti oleh para capres, caleg, hingga cagub\xe2\x80\xa6';0
21;2022-12-18 06:50:41+00:00;Cang_panah;b'@detikcom Orang Jawa timur sangat toleran ya... Wakil DPRD bisa di luar Jawa.. ntar kalo pemilihan presiden bisa ngak ya menang orang di luar jawa.\xe2\x80\xa6 https://t.co/y9AQobTKtQ';0
22;2022-12-18 05:18:11+00:00;Bempi;b'RT @Wwwoktacamereg1: @Dennysiregar7 Pemilihan presiden masih jauh. Udah deklarasikan presiden kesana kesini.  Untung hidup di negara konoha. Kalo di negara barat udah di hukum mati itu orang. Berpolitik lah yang menguntungkan negara. Bukan menguntungkan diri sendiri.  Ambisi bgt jadi presiden..\xe2\x80\xa6';0
23;2022-12-18 03:06:18+00:00;wijoko king magger;b'RT @medcom_id: Kaleidoskop 2022: Partai @NasDem akhirnya memilih\xc2\xa0@aniesbaswedan\xc2\xa0sebagai calon presiden (capres) di Pemilihan Presiden (Pilp\xe2\x80\xa6';0
24;2022-12-18 02:59:53+00:00;gerkxju;b'Ketua DPR Puan Maharani dinilai sebagai figur perempuan harapan publik untuk kontestasi Pemilihan Presiden (Pilpres\xe2\x80\xa6 https://t.co/9lJsHzdoqU';1
25;2022-12-18 02:51:45+00:00;medcom_id;b'Elektabilitas Menteri BUMN @erickthohir di beberapa lembaga survei menunjukkan persentase cukup tinggi. Hal tersebu\xe2\x80\xa6 https://t.co/CeQJRQfC3C';1
26;2022-12-18 02:14:01+00:00;June2🇮🇩;"b'RT @pop0yyi: """"Hati2 mengenai ini, yg melibatkan jumlah pemilih yg sgt besar, dgn rentang wilayah pemilihan yg luas, & kondisi geografis kita yg sgt beragam. Utk itu pengawasan pemilu, peran Bawaslu menempati posisi yg sgt sentral."", &amp";0
27;2022-12-17 22:55:12+00:00;hasbuloh;b'@Rudi10730563 @rmol_id Jgn kadrun\xc2\xb2 lah nnt pas dekat ke pemilihan presiden semuany akan mendekati kadrun\xc2\xb2.';-1
28;2022-12-17 22:51:58+00:00;😁;b'@Mdy_Asmara1701 @NUgarislucu Terlalu goblok dengan pemilihan kata Pelqnggaran hal yg pakem harusnya Inovasi aja bic\xe2\x80\xa6 https://t.co/c1EJsFpYfe';-1
29;2022-12-17 18:24:19+00:00;🇮🇩💝Eko Cahyo Putro💝🇮🇩;b'RT @PDI_Perjuangan: Kader berani dan sanggup memenangkan pemilu (pemilihan umum), pilpres (pemilihan presiden), dan pilkada (pemilihan kepala daerah) 2024, bersama-sama kita mewujudkan PDI Perjuangan untuk menang Hattrick pemilu.\xe2\x80\xa6';1
30;2022-12-17 16:24:52+00:00;ariessoes;b'Perlu ada ketegasan aturan mengenai politik uang karna sudah ada  dari pemilihan kepala desa sampai pemilihan presi\xe2\x80\xa6 https://t.co/aTfO4goDzj';1
31;2022-12-17 15:25:38+00:00;detikcom;b'Gibran ogah menanggapi soal rumah hadiah dari negara untuk Presiden Jokowi. Gibran mengaku tak ikut campur soal pemilihan lokasi rumah hadiah itu.\xe2\x80\xa6 https://t.co/bEMmL0uUSa';0
32;2022-12-17 15:06:16+00:00;teduh dan nyaman;b'@fz_riady @Uki23 Kalau begitu adakan saja pemilihan presiden dengan cerdas cermat';-1
33;2022-12-17 14:43:00+00:00;Ciput🇮🇩🇮🇩🇮🇩;b'RT @SmashNewsCorp: Jakarta\xc2\xa0- Arisandi Kurniawan, Mantan anggota Komisi Pemilihan Umum (KPU) Kota Tegal menggugat Presiden Joko Widodo\xc2\xa0\n#sma\xe2\x80\xa6';-1
34;2022-12-17 12:57:09+00:00;Sarfiyah fiyah;b'@Relawananies Ini orng orng pada gak jelas blm saatnya pemilihan sudah kampanye duluan iya mencapreskn  hai bung blm saatnya untuk mencapreskn masih ada pak Jokowi jdi kasian pak presiden masih m.mimpin yg lain sudah pada ngantri rame2 kampanye ..maksudnya apa ni\xe2\x80\xa6 https://t.co/xC5KbsSgBa';-1
35;2022-12-17 11:02:03+00:00;Yangayam;b'Politik di tingkat masyarakat adalah pemilihan RT yang udah kayak Pemilihan gubernur dan pemilihan Presiden';0
36;2022-12-17 10:57:10+00:00;Ujang Rey;b'Pemilihan presiden dengan sistem one man one vote kayaknya jauh dr kata  adil...  Tidak mewakili seluruh daerah di\xe2\x80\xa6 https://t.co/mL9CEHOUYf';-1
37;2022-12-17 09:19:34+00:00;DPC Demokrat Pamekasan;b'Demokrat benar-benar mempersiapkan menyongsong kontestasi pemilu secara serentak, pemilihan presiden dan pemilihan anggota legislatif\xe2\x80\xa6 https://t.co/q4e4ajlrVw';0
38;2022-12-17 07:06:40+00:00;Tetep yang lama;b'RT @de_folder: Usulan dekrit untuk mengembalikan pemilihan presiden kepada MPR ditolak oleh SBY saat masih menjabat Presiden RI.\n\n\xe2\x80\x9cSBY dulu\xe2\x80\xa6';-1
39;2022-12-17 06:17:37+00:00;Najib Mohammad;b'@AzimTheJudge @nurhareja @nizambakeri @HishammuddinH2O @onnhafiz @Khairykj dua2 pun bukan. selagi belum ada pengumuman kabinet baru, selagi tu dia cuma ahli parlimen\xe2\x80\xa6\nMB Johor tu x\xe2\x80\xa6 https://t.co/6Y1r9KzpU0';-1
40;2022-12-17 05:21:10+00:00;Aris permana;b'RT @Arisper70997510: Ayo teman2, sebentar lagi mau pemilihan presiden baru lagi nih. \n#2024Presidenbaru';1
41;2022-12-17 04:32:46+00:00;Perindu Embun Pagi;b'RT @Ranisor: Presiden @jokowi  menerbitkan Peraturan Pemerintah Pengganti Undang-undang (Perppu) Nomor 1 Tahun 2022 tentang Perubahan atas\xe2\x80\xa6';1
42;2022-12-17 02:07:40+00:00;Kapitan Akkassa Limatahu;b'@opposite6892 Warga JKT rame-rame gusur aja si Heru.Kalau tidak .Pemilihan Presiden suara pemilih di Curangin.';-1
43;2022-12-17 00:37:34+00:00;RMOL Jatim;b'Peluang Ridwan Kamil dan Moeldoko Jadi Cawapres Lebih Terbuka: Sosok Gubernur Jabar, Ridwan Kamil dan Kepala Staf K\xe2\x80\xa6 https://t.co/jD68oVT7RG';1
44;2022-12-17 00:07:21+00:00;Cahaya;b'Presiden: kemitraan ASEAN UE harus berkontribusi pada pemilihan ekonomi eksklusif\n\n#EkonomiRISemakinKokoh https://t.co/tsHpjOFRmr';1
45;2022-12-16 15:41:54+00:00;Awan Martha irawan;b'RT @__RismaWidiono_: Untaian dukungan serta Doa untuk @ganjarpranowo agar maju pada pemilihan Presiden Tahun 2024 semakin terdengar di selu\xe2\x80\xa6';1
46;2022-12-16 14:30:49+00:00;Pendukung Senyap 🇮🇩 🇮🇩;b'RT @SoftWarNews: Tsamara Amany mengingatkan masyarakat untuk memilih cawapres yang memiliki kinerja bagus di saat pemilihan presiden (pilpr\xe2\x80\xa6';1
47;2022-12-16 14:19:08+00:00;Ʃαƞϑ Μεʀαհ Πυτιհ;b'RT @sexyk1ll3r: pemilihan kepala daerah secara langsung oleh presiden \xe2\x80\xa2 hal ini berarti presiden sudah melanggar 2 pasal sekaligus dan bisa\xe2\x80\xa6';1
48;2022-12-16 14:01:29+00:00;viral cat;b'@alisyarief 2019 pemilihan presiden nya curang, gimana mau ngurus negara Indonesia..';-1
49;2022-12-16 13:24:42+00:00;liaaa;b'kok jadi kek kampanye pemilihan presiden\xf0\x9f\x98\x82 https://t.co/wxVhcyt2gB';0
50;2022-12-16 11:59:04+00:00;AEMutiara;b'RT @omongomongcom: Benturan kepentingan begitu benderang ketika satu anggota tim seleksi pemilihan anggota KPU-Bawaslu adalah tim kampanye\xe2\x80\xa6';0
51;2022-12-16 11:29:13+00:00;Kejaksaan Tinggi Riau;b'RT @KejaksaanRI: Bahwa isu yang strategis untuk 2023-2024 mendatang adalah terkait dengan adanya proses pemilihan umum serentak baik itu Pe\xe2\x80\xa6';0
52;2022-12-16 11:09:52+00:00;Aditya Bayu Prayoga;b'Menurut Bambang, bangsa ini memerlukan figur alternatif dalam pemilihan Presiden 2024 mendatang. Oleh karenanya, La\xe2\x80\xa6 https://t.co/EplMQM3ZUt';1
53;2022-12-16 08:34:16+00:00;Andi Salim hatta;b'RT @BubarkanBanser: @rahmaniarbaftim @jansen_jsp Buat siapa pun yang baca tweet ini\n\nDemi NKRI yang beradab dan berkeadilan sosial, SAYA si\xe2\x80\xa6';0
54;2022-12-16 07:50:34+00:00;NINNAid;b'Badan Pengawas Pemilihan Umum (Bawaslu) RI akhirnya memberi tanggapan atas laporan dugaan pelanggaran pemilu yang d\xe2\x80\xa6 https://t.co/Bgz9Crlw7b';1
55;2022-12-16 04:19:14+00:00;Hasbi Assidiq;b'RT @omongomongcom: Benturan kepentingan begitu benderang ketika satu anggota tim seleksi pemilihan anggota KPU-Bawaslu adalah tim kampanye\xe2\x80\xa6';0
56;2022-12-16 01:15:36+00:00;Yang Orang Suka;b'@matt_mp @uyaboira @daffinnni @nuicemedia Waduh yakin? Kalau lebih 80% orang golput, presiden tetap dipilih lewat M\xe2\x80\xa6 https://t.co/DJ8yxc3FQj';-1
57;2022-12-15 15:20:58+00:00;Nara€ra;b'Pertama, Presiden @jokowi menyerukan kemitraan Asean Uni Eropa harus berkontribusi pada pemilihan ekonomi yang inkl\xe2\x80\xa6 https://t.co/I6vx159Gjb';1
58;2022-12-15 12:50:38+00:00;filosofi;b'@NenkMonica Di Indonesia berbahasa Mandarin ?, Pemilihan presiden ada bahasa Mandarin nya ? Terjajah';-1
59;2022-12-15 09:30:06+00:00;VivaCoid;b'Komisi Pemilihan Umum (KPU) mengumumkan Partai Buruh jadi salah satu partai yang lolos menjadi peserta Pemilu 2024.\xe2\x80\xa6 https://t.co/10wNO4cTWM';0
60;2022-12-15 08:59:12+00:00;Otongshop Online;b'POLITIK: dipastikan akan berhenti jadi presiden dan wapres SBY dan budiono akan ikut pemilihan personil baru cherrybelle';0
61;2022-12-15 08:22:29+00:00;Chrissant;b'@PDemokrat Pemilu di tunda sampai AHY mampu dan layak bersaing dalam pemilihan presiden. \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81. Sehingga kadernya tdk\xe2\x80\xa6 https://t.co/w2hTdfkoJ5';1
62;2022-12-14 14:09:52+00:00;wiwinwindyaa;b'Selain itu juga Mahkamah Agung memiliki fungsi ekslusif sebagai pemeriksa keabsahan pemilihan Presiden dan Anggota Parlemen.';0
63;2022-12-14 07:00:01+00:00;Tria0228;"b'""....Jokowi dapat memenangkan kontestasi Pemilihan Presiden lantaran didukung oleh kerelawanan masyarakat""\n\nQodari\xe2\x80\xa6 https://t.co/RLdwgJgmOZ'";1
64;2022-12-13 22:52:18+00:00;Abdullah Rasyid;b'Ingat!\nPasal 22E UUD 1945\n\n(1) Pemilihan umum dilaksanakan secara langsung, umum, bebas, rahasia, jujur, dan adil s\xe2\x80\xa6 https://t.co/4JzKIWiolb';1
65;2022-12-13 14:54:25+00:00;IPongs;b'@CNNIndonesia Pemilihan langsung cukup pemilihan presiden, gubernur , walikota dan bupati dipilih oleh dprd mengurangi ongkos politik';-1
66;2022-12-13 13:58:31+00:00;gerkxju;b'Pemilihan Presiden 2024 dinilai merupakan waktu yang tepat bagi Ketua DPR Puan Maharani untuk melangkah ke karier p\xe2\x80\xa6 https://t.co/8V8a7XZxpG';1
67;2022-12-13 13:46:39+00:00;fitri heybee;b'Angka ini hampir mendekati tingkat partisipasi dalam pemungutan suara untuk pemilihan umum presiden ke-19 yang tercatat yakni sebesar 77,2%.';0
68;2022-12-13 13:24:55+00:00;Bukan Siapa2;b'RT @terbucinz: Menurut Netizen Pasangan Ganjar Pranowo dan Erick Thohir adalah pasangan yang sempurna pada Pemilihan Presiden 2024 nanti.\nG\xe2\x80\xa6';1
69;2022-12-13 12:17:52+00:00;SERUAN H7;b'RT @nyehpong: Banyak pengamat menilai Ganjar Pranowo dan Erick Thohir bakal menjadi pasangan yang sempurna pada Pemilihan Presiden 2024. Ga\xe2\x80\xa6';1
70;2022-12-13 10:36:41+00:00;Badan Otonom Pers Mahasiswa Wacana;b'Komisi Pemilihan Umum Mahasiswa (KPUM) Universitas Sumatera Utara (USU) mengadakan debat kandidat Presiden Mahasisw\xe2\x80\xa6 https://t.co/TBQFqyqwP2';0
71;2022-12-13 10:02:01+00:00;adiOctav;b'RT @SwaraPita: Prabowo pun mencontohkan bagaimana persaingan antara dia dengan Joko Widodo pada Pemilihan Presiden 2019.\n#PersatuanPrabowo\xe2\x80\xa6';1
72;2022-12-13 08:31:24+00:00;butak;b'RT @CecepCahya19: KACAU TIDAK BER ETIKA SECARA KONSTITUSI.. JOKOWI MEMALUKAN\nJokowi langgar konstitusi...mau 3 periode mengangkat ratusan k\xe2\x80\xa6';-1
73;2022-12-13 08:29:03+00:00;adiastaraya;b'RT @MarkEsso8: Duet kandidat calon presiden (capres) Ganjar Pranowo dan calon wakil presiden (cawapres) @erickthohir kembali menyita perhatian\xe2\x80\xa6';1
74;2022-12-13 04:07:51+00:00;Futika Ari;b'Sama seperti di Indonesia, pemilihan presiden dilakukan secara manual. Pemilih membawa kertas suara ke bilik suara yang telah ditentukan.';0
75;2022-12-13 03:35:23+00:00;🦋💫♥️;b'@Relawananies Rekam jejak?\n\nAnies baswedan pernah menjadi tim sukses jokowi di pemilihan presiden 2014. Itu artinya\xe2\x80\xa6 https://t.co/0TBjr11Pnh';1
76;2022-12-12 07:16:55+00:00;Ariesta Akbar;b'RT @AriestaAkbar1: Para petani milenial ini melakukan deklarasi dukungannya untuk Ganjar menuju Pemilihan Presiden pada 2024 mendatang.\n\n#C\xe2\x80\xa6';1
77;2022-12-12 05:57:57+00:00;iwantanslia;b'RT @SuwandaBen: Ketua Umum\xc2\xa0Partai Nasdem, Ahmad Ali.\n\nKoalisi Segera Terbentuk, akan ada satu partai politik lagi yang bergabung di koalisi\xe2\x80\xa6';1
78;2022-12-12 05:53:18+00:00;Willy Yudha;b'Dewan Pimpinan Daerah (DPD) Partai Gerindra Banten berkomitmen untuk memenangkan sosok Prabowo Subianto sebagai Pre\xe2\x80\xa6 https://t.co/Y63L6Ct3Oz';0
79;2022-12-12 05:27:17+00:00;🐱;b'RT @Jin20: @hen_hendroo Jokowi adalah presiden yang dipilih warga negara.  Tidak seperti Ratu Elizabeth.  Jelas juga bahwa pernikahan itu d\xe2\x80\xa6';-1
80;2022-12-12 04:57:14+00:00;Pertiwi Dewi;b'Dewan Pimpinan Daerah (DPD) Partai Gerindra Banten berkomitmen untuk memenangkan sosok Prabowo Subianto sebagai Presiden 2024 mendatang\xe2\x80\xa6 https://t.co/AalME0ENjb';1
81;2022-12-12 04:42:22+00:00;antaranews.com;b'Pekerja pembangunan IKN Nusantara dari luar Kabupaten Penajam Paser Utara atau Kalimantan Timur, bisa menyalurkan h\xe2\x80\xa6 https://t.co/fC9JLa33Q4';0
82;2022-12-12 04:30:57+00:00;Andreas Bayu Saputra;b'Minimal pengikut IG dl paling banyak, nanti di pemilihan presiden, paling banyak juga yang milih Ridwan Kamil\xe2\x80\xa6 https://t.co/FSIBBt1SgD';1
83;2022-12-12 04:03:46+00:00;Majasoka Nusantara;b'@HastoSuprayogo Saya sepakat di bagian itu juga.\n\nPemilihan diksi saya mungkin kurang tepat, mksd saya adlh secara\xe2\x80\xa6 https://t.co/qdPifv0doW';1
84;2022-12-11 14:45:55+00:00;JUAN EKO;b'@kartarahardja Dalam pemilihan langsung:\nSUARA RAJA=SUARA PRESIDEN=SUARA PROFESOR=SUARA ORANG TIDAK SEKOLAH= sama n\xe2\x80\xa6 https://t.co/4ks71TKLrS';-1
85;2022-12-11 14:10:54+00:00;GP24P;b'RT @__RismaWidiono_: Untaian dukungan serta Doa untuk @ganjarpranowo agar maju pada pemilihan Presiden Tahun 2024 semakin terdengar di selu\xe2\x80\xa6';1
86;2022-12-11 14:05:46+00:00;Damar_andi;b'@fishkidney Ditunda karena ada UU pemilu serentak yg disahkan beberapa tahun lalu. Intinya pemilihan mulai dari pre\xe2\x80\xa6 https://t.co/ds3VrUsMDV';-1
87;2022-12-11 13:06:01+00:00;nanxi;b'Partisipasi besar juga datang dari kalangan muda. Dalam pemilihan presiden kali ini suara kaum muda menjadi koentji\xe2\x80\xa6 https://t.co/MvUzyaJ1eB';1
88;2022-12-11 12:55:57+00:00;nanxi;b'Surprisingly, pemilu yang berlangsung di 14.464 tempat pemungutan suara di seluruh penjuru negeri tercatat mencapai\xe2\x80\xa6 https://t.co/QRm5EWtfad';0
89;2022-12-11 12:55:01+00:00;nanxi;b'Penduduk awalnya enggan menautkan harapan pada kandidat manapun. Kedua kandidat presiden disebut-sebut serupa tapi\xe2\x80\xa6 https://t.co/hEjPnST4f7';0
90;2022-12-11 12:52:15+00:00;nanxi;b'Kemudian pada 9 Maret 2022 lalu, Korea Selatan menggelar pemilihan presiden ke-20. Diwarnai dengan drama akibat ska\xe2\x80\xa6 https://t.co/L1gOH86f0J';-1
91;2022-12-11 12:24:21+00:00;🌿📚 Fana;b'pembatasan masa jabatan presiden, pemilihan presiden yang langsung dipilih oleh rakyat.\n\nNamun setiap masa dan peng\xe2\x80\xa6 https://t.co/vSKUpMz4ie';1
92;2022-12-11 11:39:49+00:00;suaradotcom;b'Wakil Ketua Umum Partai Nasdem, Ahmad Ali, membantah anggapan pihak-pihak yang menilai Anies Baswedan curi start ka\xe2\x80\xa6 https://t.co/KKFd9HdPnT';-1
93;2022-12-11 11:05:23+00:00;plirapli;b'-Mahkamah Agung juga memiliki yurisdiksi eksklusif atas keabsahan pemilihan presiden atau parlemen,\n-Mahkamah Agung\xe2\x80\xa6 https://t.co/RgPuMOtwJU';0
94;2022-12-11 10:06:04+00:00;Liss asdfghjkl🦊💛;b'@GendhutJaiko @AnandaJihad @sigitwid @ridwankamil Unfortunately y ka \xf0\x9f\x98\xa2 apalagi mau pemilihan umum ini, sekelas pres\xe2\x80\xa6 https://t.co/audlhThAN3';-1
95;2022-12-11 08:19:26+00:00;Kambingjantan;b'@idextratime Ini nonton di tvone kali ya? soalnya dulu pas pemilihan presiden jokowi sma prabowo aja beda hasilnya sma tv yg lain kwkwk';-1
96;2022-12-11 08:11:23+00:00;Ayuwllndry;b'Negara ini juga memiliki Presiden sebagai kepala negara dan kepala pemerintahan, yang dipilih langsung oleh rakyat\xe2\x80\xa6 https://t.co/Zejs4mVP2O';0
97;2022-12-11 04:41:32+00:00;YPI-WTB Special Consultative Status in ECOSOC-UN;b'Saya tidak tahu apakah itu satu keharusan,tetapi sepertinya Demokrasi tidak di ukur dengan periode kepemimpinan seo\xe2\x80\xa6 https://t.co/n9JAQbmj7i';1
98;2022-12-11 03:36:42+00:00;Andi❤️🇲🇨 MERDEKA❗;b'RT @Anggita_lung: Sisi positifnya, bahwa tidak perlu risau dengan adanya syarat ambang batas atau Presidential Threshold 20% suara partai p\xe2\x80\xa6';1
99;2022-12-11 03:34:42+00:00;ıʇɐɥıʞɐʞuɐʇɐʇɐƆ;b'RT @garuda080: Ketentuan yg mengatur ambang batas pencalonan presiden (presidential threshold) dalam\xc2\xa0UU No 7  Tahun 2017 tentang Pemilihan\xe2\x80\xa6';1
100;2023-05-25 00:59:39+00:00;Wina;b'Masyarakat Indonesia Sangat mendukung Ganjar Pranowo dalam Pemilihan Presiden 2024 #GanjarCapres #GanjarPranowo #GanjarMenangTotal #ganjarsiapmajukanri #ganjarpilihanterbaik https://t.co/Qim5fEsjkB';1
101;2023-05-25 00:35:47+00:00;☆ maulidya fitry ☆;b'Ganjar Pranowo adalah   bakal calon presiden (capres) yang sudah mengantongi tiket untuk maju di   Pemilihan Presiden (Pilpres) 2024 setelah mendapat mandat dari PDI-P dan   dukungan dari Partai Persatuan Pembangunan (PPP). #BersamaJuara #RKJuara';1
102;2023-05-24 16:52:58+00:00;De Gagli;b'RT @knpiharis: Sejumlah organisasi di Provinsi Maluku Utara (Malut) mengatakan sosok Budi Gunawan layak mendampingi Ganjar Pranowo dalam Pemilihan Presiden (Pilpres) pada Tahun 2024 mendatang. Hal itu datang dari Kaum Milenial Indonesia (KAMI) Wilayah Halmahera Selatan.\xe2\x80\xa6';1
103;2023-05-24 15:11:04+00:00;Dimas dimdim;b'Namun, banyak juga yang menginginkan Ganjar Pranowo dan Prabowo Subianto berpasangan di Pemilihan Presiden (Pilpres) 2024 mendatang. #BersamaJuara Ridwan Kamil';1
104;2023-05-24 07:44:41+00:00;Kompas Data;b'Survei Litbang Kompas: Persaingan di antara tiga bakal calon presiden pada Pemilihan Presiden 2024, yakni Prabowo Subianto, Ganjar Pranowo, dan Anies Baswedan, semakin sengit. #SurveiKepemimpinanNasional #AdadiKompas #LitbangKompas';0
105;2023-05-24 06:19:05+00:00;Herald.id;b'Ada survei terbaru elektabilitas tiga bakal calon presiden (capres) untuk pemilihan presiden tahun 2024. Dirilis Litbang Kompas. Dalam simulasi tiga nama capres, Ganjar Pranowo berhasil mengungguli Prabowo Subianto dan Anies Baswedan. #Politik\n\n https://t.co/kyAzoIQp0M';1
106;2023-05-24 01:00:52+00:00;Basuki Hadimuljono Peduli;b'RT @PDI_Perjuangan: Rita Suryani Siap Menangkan Ganjar Pranowo di Mura Raya pada Pilpres 2024\n\nAnggota DPRD Sumsel Fraksi PDI Perjuangan Hj\xe2\x80\xa6';0
107;2023-05-23 05:57:20+00:00;𝔻𝕖𝕟𝕟𝕚 𝕊𝕒𝕦𝕪𝕒;b'RT @Aryprasetyo85: #GanjarMenangTotal\n\nSiapa pilihan Anda, menuju Pemilihan Presiden 2024 mendatang?\n\n@ganjarpranowo\n@aniesbaswedan \n@prabo\xe2\x80\xa6';0
108;2023-05-22 08:04:44+00:00;Chiko Nana;b'RT @MMargani5: Muncul Prediksi lawan utama Anies dlm Pilpres mndtg justru Jokowi yg berjuang mati2an brsama brbagai lembaga survei yg konon akan mmpublikasikan lprn palsu hasil exit pool&Quick Count palsu demi justifikasi memenangkan Ganjar Pranowo scr curang dlm pilpres\xe2\x80\xa6';-1
109;2023-05-22 01:23:03+00:00;Pikiran Rakyat;b'Relawan Ganjar1st Optimistis Bakal Dulang 60% Suara di Jabar Untuk Kemenangan Ganjar Pranowo: Satuan Relawan Ganjar1st Kabupaten Bekasi melakukan deklarasi mendukung Ganjar Pranowo sebagai calon presiden pada Pemilihan Presiden 2024 https://t.co/EscyayM0Nv';1
110;2023-05-22 01:12:38+00:00;Yolan;b'RT @tvOneNews: Bakal calon presiden (bacapres) dari PDI Perjuangan Ganjar Pranowo menanggapi santai soal dukungan relawan Jokowi dan Gibran ke Ketua Umum Partai Gerindra Prabowo Subianto sebagai calon presiden (capres) di Pemilihan Presiden (Pilpres) 2024. \xe2\x80\xa6';0
111;2023-05-21 19:48:32+00:00;iGransTV Official - Media;b'RT @yosephrosario_: Lembaga survei Accurate Research and Consulting Indonesia (ARCI) mengadakan simulasi Pemilihan Presiden 2024 dengan tiga calon di Jawa Timur. Hasilnya, Prabowo Subianto memiliki elektabilitas tertinggi di Jatim.\xe2\x80\xa6';0
